experiment_name,experiment_id,descriptor_type,pooling_strategy,mean_average_precision,true_map_macro,true_map_micro,true_map_macro_with_zeros,true_map_micro_with_zeros,precision_at_1,precision_at_5,recall_at_1,recall_at_5,processing_time_s
dsp_aggregation_comparison,153,sift_pyramid_dsp_concat,domain_size_pooling,0.544930302573288,0.544930302573288,0.5701981747424085,0.19521398726126407,0.19716854850706886,0.5395813231530814,0.6002013676217645,0.5395813231530814,0.6002013676217645,58.472
dsp_aggregation_comparison,151,sift_pyramid_dsp_max,domain_size_pooling,0.5499495062527718,0.5499495062527718,0.5752320230351305,0.19674271829567427,0.19890920045098148,0.5445735621093258,0.6048160422872005,0.5445735621093258,0.6048160422872005,51.885
dsp_aggregation_comparison,152,sift_pyramid_dsp_min,domain_size_pooling,0.5081299211215131,0.5081299211215131,0.5345594950879746,0.18356684399635279,0.18484506686606297,0.500314636909007,0.5686537735453286,0.500314636909007,0.5686537735453286,51.753
dsp_color_descriptors_v2,168,dsphonc_v2_max,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.259
dsp_color_descriptors_v2,180,dsphonc_v2_max,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257
dsp_color_descriptors_v2,191,dsphonc_v2_max,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26
dsp_color_descriptors_v2,198,dsphonc_v2_max,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26
dsp_color_descriptors_v2,207,dsphonc_v2_max,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266
dsp_color_descriptors_v2,219,dsphonc_v2_max,none,0.4936993303550199,0.4936993303550199,0.5146817809918989,0.17640275321197893,0.17797156181190824,0.4766958929395478,0.5532994923857868,0.4766958929395478,0.5532994923857868,60.623
dsp_color_descriptors_v2,169,dsphonc_v2_rootsift_max,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262
dsp_color_descriptors_v2,181,dsphonc_v2_rootsift_max,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261
dsp_color_descriptors_v2,192,dsphonc_v2_rootsift_max,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258
dsp_color_descriptors_v2,199,dsphonc_v2_rootsift_max,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261
dsp_color_descriptors_v2,208,dsphonc_v2_rootsift_max,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263
dsp_color_descriptors_v2,220,dsphonc_v2_rootsift_max,none,0.5014496433113838,0.5014496433113838,0.5203898888377316,0.17843471082381554,0.17994536563755725,0.4832822922347611,0.5580819734026933,0.4832822922347611,0.5580819734026933,60.67
dsp_color_descriptors_v2,166,dsphowh_v2_max,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26
dsp_color_descriptors_v2,178,dsphowh_v2_max,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258
dsp_color_descriptors_v2,189,dsphowh_v2_max,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26
dsp_color_descriptors_v2,196,dsphowh_v2_max,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263
dsp_color_descriptors_v2,205,dsphowh_v2_max,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266
dsp_color_descriptors_v2,217,dsphowh_v2_max,none,0.2571675616901861,0.2571675616901861,0.2545136920333385,0.08914743627333889,0.08800816532963936,0.21944875613541973,0.28443176574233336,0.21944875613541973,0.28443176574233336,60.388
dsp_color_descriptors_v2,167,dsphowh_v2_rootsift_max,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261
